5.16,82.98278159
5.17,83.0771214
5.18,83.17762016
5.19,83.28762016
5.2,83.41450593
5.22,83.53366968
5.23,83.66783376
5.24,83.82339725
5.24,84.00832967
5.24,84.23636476
5.25,84.49151178
5.26,84.77329183
5.27,85.08474006
5.3,85.40552036
5.34,85.74698778
5.39,86.09224131
5.46,86.45376586
5.52,86.81790869
5.59,87.18519604
5.66,87.54933887
5.71,87.90570947
5.77,88.25798777
5.81,88.581407
5.85,88.88124029
5.89,89.12659717
5.92,89.342699
5.95,89.49794074
5.97,89.61369911
5.99,89.69555264
6.01,89.7503249
6.02,89.79391389
6.03,89.83133046
6.03,89.85582536
6.03,89.88582536
6.02,89.90582536
6.02,89.92818604
6.01,89.96941709
6,90.01632125
5.98,90.07796539
5.97,90.14504743
5.95,90.24148394
5.93,90.35193755
5.92,90.48346701
5.9,90.64252675
5.89,90.81015729
5.87,90.99154087
5.86,91.18022049
5.86,91.38221059
5.86,91.57969476
5.86,91.78168486
5.88,91.96553263
5.89,92.15605822
5.91,92.32635208
5.93,92.48319595
5.95,92.63681887
5.97,92.78412806
5.99,92.94065282
6.01,93.09098579
6.03,93.24131875
6.06,93.39911609
6.08,93.57404464
6.11,93.7587065
6.14,93.94336835
6.18,94.13125129
6.21,94.31125129
6.24,94.48271558
6.28,94.63404303
6.31,94.76895041
6.34,94.88340564
6.37,94.96942889
6.39,95.02328054
6.41,95.0645116
6.42,95.0890065
6.42,95.10314863
6.42,95.11314863
6.41,95.12729077
6.4,95.14965145
6.39,95.17965145
6.38,95.22324044
6.37,95.27423063
6.37,95.33079917
6.37,95.40360027
6.37,95.47708497
6.39,95.55832535
6.4,95.65681393
6.43,95.75731268
6.45,95.8760561
6.48,96.02471679
6.51,96.17471679
6.54,96.3467633
6.56,96.53755114
6.59,96.73705051
6.61,96.94344819
6.63,97.15249364
6.66,97.37112575
